id_curso,nome,descricao,valor,duracao
235, Whiteboard Leading-Edge Interfaces, Sit dolore temporibus laudantium doloremque recusandae veritatis. Quod iure in accusantium., 340.00, 136
236, Innovate Collaborative Deliverables, Distinctio accusamus assumenda qui fuga eius. Esse cumque quos commodi., 261.00, 144
237, Extend Bleeding-Edge E-Commerce, Accusantium eos hic fugiat expedita quibusdam. Odit sed quisquam quam doloremque., 170.00, 151
238, Harness Virtual Partnerships, Debitis amet fugiat accusantium optio temporibus. Labore sapiente eius modi magni., 353.00, 97
239, Optimize Bleeding-Edge Channels, Sequi fugit inventore odit nemo commodi., 349.00, 62
240, Morph Real-Time Interfaces, Dolore excepturi voluptates nihil totam. Delectus officiis veritatis sequi at fugiat inventore., 433.00, 10
241, Benchmark Intuitive Architectures, Necessitatibus hic aperiam soluta. Architecto totam alias corrupti est dolorem., 438.00, 66
242, Enhance Leading-Edge Content, Ipsa error quis odit possimus ratione eveniet. Laboriosam deserunt placeat provident temporibus., 276.00, 88
243, Implement Best-Of-Breed Technologies, Perspiciatis minima impedit commodi voluptatibus. Minus odio corrupti quod., 75.00, 103
244, Morph Value-Added Architectures, Molestias non nam omnis at culpa. Eligendi quia ad ducimus ullam velit id., 385.00, 21
245, Harness Out-Of-The-Box Synergies, Exercitationem non excepturi. Sunt quod ex unde., 50.00, 134
246, Morph Bleeding-Edge Bandwidth, Eligendi expedita consequuntur laboriosam. Exercitationem unde distinctio natus necessitatibus in., 402.00, 52
247, Engage Value-Added Metrics, Corrupti ipsam recusandae magni excepturi. Reiciendis veritatis maiores quae., 43.00, 110
248, Mesh Cutting-Edge Supply-Chains, Molestiae asperiores esse esse aut quia praesentium. Dicta repellendus cumque quisquam quisquam., 391.00, 125
249, Strategize Out-Of-The-Box Deliverables, Ad animi asperiores iure exercitationem. Tempore modi inventore illo., 376.00, 179
250, Transition Real-Time Applications, Harum odit neque dolor. Consectetur vero deleniti quae provident. Vitae qui illo sequi., 379.00, 174
251, Drive Interactive Applications, Magnam excepturi quo facere ullam. Nobis quasi neque quidem possimus. Error voluptates molestiae., 224.00, 154
252, Disintermediate E-Business Users, Cum numquam est quis ad modi laboriosam. In ex laboriosam unde blanditiis., 302.00, 8
253, Synthesize Sticky Deliverables, Eligendi sed ad ut deserunt maiores. Maxime unde non dolorum adipisci praesentium., 360.00, 187
254, Incubate Global Experiences, Nesciunt voluptas nam quis quis. Fuga doloremque animi., 188.00, 131
255, Revolutionize Frictionless E-Markets, Ipsum maiores tempora veniam et. Fugiat occaecati quod corporis cum quidem quaerat officia., 104.00, 169
256, Expedite Innovative Content, Rerum voluptatibus id ducimus laborum praesentium. Est doloribus quibusdam assumenda officia., 25.00, 186
257, Deliver Back-End Niches, Culpa sapiente dolor est tempora iure. Omnis laudantium nihil nisi nihil doloribus., 340.00, 20
258, Mesh Ubiquitous Infrastructures, Ullam mollitia voluptas cumque enim. Atque nobis consequatur debitis., 15.00, 10
259, Matrix Robust Models, Eum asperiores deserunt minima ipsam., 98.00, 127
260, Drive User-Centric Niches, Error eligendi neque autem architecto commodi vero., 89.00, 157
261, Envisioneer Dynamic E-Business, Natus sed laudantium facere beatae modi. Veritatis officiis blanditiis veniam aut debitis officiis., 167.00, 39
262, Orchestrate B2C Metrics, Ratione itaque quae est molestias. Modi exercitationem magni ipsum., 299.00, 13
263, Brand Enterprise Technologies, Impedit ab voluptas velit commodi. Eos similique odit tenetur libero id., 21.00, 181
264, Iterate Front-End E-Business, Voluptate vel veniam laboriosam tenetur harum. Officiis occaecati laudantium fuga id illo., 14.00, 42
265, Maximize Vertical Functionalities, Quam enim totam eius non. Sapiente assumenda officia perspiciatis voluptatibus repellat harum., 190.00, 196
266, Utilize E-Business Mindshare, Quis molestias dolorem. Magni sit cum placeat quas incidunt veniam., 412.00, 130
267, Cultivate Enterprise Convergence, Ab voluptatum non. Nesciunt dignissimos nam temporibus laudantium nam., 315.00, 133
268, Scale Transparent Technologies, Atque sit nesciunt et adipisci. A recusandae illo itaque., 163.00, 118
269, Benchmark Robust Communities, Necessitatibus aliquid repellat vero. Natus quaerat facere consequatur dignissimos rem., 267.00, 87
270, E-Enable Compelling Synergies, Fugit dolores cumque ad minima. Et neque sequi ab tempora modi., 330.00, 60
271, Repurpose Dot-Com Systems, Impedit odit aspernatur ut suscipit aliquid sit. Esse odit vero., 273.00, 129
272, Re-Intermediate Innovative Eyeballs, Optio porro aspernatur. Odit ad numquam nisi ad voluptatum porro. Optio et voluptate., 46.00, 128
273, Engineer Cutting-Edge Mindshare, Assumenda aspernatur asperiores accusamus non cum., 285.00, 6
274, Monetize Distributed Web Services, Neque illum nobis itaque. In cum aliquam quos. Distinctio voluptatem in quaerat at eos., 276.00, 183
275, Visualize Interactive Roi, Facilis accusantium odit at veritatis. Dolorem totam dolor enim enim ex iste sapiente., 151.00, 113
276, Scale User-Centric Metrics, Quidem aspernatur excepturi omnis. Facilis pariatur rem rerum vero iste sint., 478.00, 102
277, Reinvent Strategic Systems, Maxime quia omnis temporibus iste deserunt quam. Officiis voluptatum aspernatur explicabo., 110.00, 47
278, Envisioneer Back-End Users, Qui possimus quae laboriosam. Placeat laudantium et maxime architecto ipsa at., 134.00, 155
279, Iterate Efficient Vortals, Eius nisi unde quidem. Cupiditate nihil consectetur iusto libero natus magnam., 366.00, 19
280, Repurpose Vertical Niches, Cupiditate occaecati quam molestiae recusandae perferendis., 478.00, 178
281, Strategize Wireless Niches, Sapiente porro ea iusto iusto aspernatur. Perspiciatis unde iure., 388.00, 20
282, Harness Out-Of-The-Box Networks, Maiores minus accusamus. Dignissimos magni occaecati dignissimos., 308.00, 181
283, Morph Leading-Edge Web-Readiness, Qui animi porro occaecati rem. Tempora sint eos suscipit illo quasi., 340.00, 182
284, Repurpose Out-Of-The-Box Paradigms, Fuga porro rerum non quaerat porro blanditiis. Perferendis optio minus quas aliquid sapiente., 273.00, 102
285, Incentivize Magnetic Action-Items, Soluta alias dicta aliquam at. Id modi minus culpa dolorem.\nFuga quibusdam iste itaque expedita., 6.00, 60
286, Re-Intermediate B2B Partnerships, Quis assumenda alias eius facilis. Nobis nisi reiciendis repudiandae tempore tempore nemo., 11.00, 107
287, Extend End-To-End Partnerships, Itaque ea tempore omnis facere. Fuga voluptatibus itaque ab cumque ea., 418.00, 78
288, Syndicate Best-Of-Breed Markets, Error saepe eligendi exercitationem unde quaerat earum., 144.00, 44
289, Transition Vertical E-Markets, Tempore at sunt quos perferendis. Possimus nihil repellendus nulla magnam quaerat., 83.00, 50
290, Target Turn-Key E-Commerce, Aspernatur sit quidem itaque. Optio dicta numquam vero cupiditate mollitia., 12.00, 51
291, Maximize Frictionless Convergence, Eligendi officia fuga officia cum quaerat eius. Illum temporibus esse., 186.00, 85
292, Iterate 24/7 Web Services, Aut quis cupiditate pariatur debitis minus. Quae iure aspernatur a., 142.00, 77
293, Cultivate Magnetic Users, Iste alias excepturi tempore. Quasi tenetur quo explicabo., 106.00, 9
294, Strategize Real-Time Eyeballs, Veritatis blanditiis quasi a omnis iste. Maiores voluptatum earum doloremque accusamus officiis., 26.00, 107
295, Redefine Collaborative Content, Voluptates odit totam. Quasi non tenetur ipsum nam non., 284.00, 64
296, Productize Web-Enabled Bandwidth, Aliquam nisi architecto tenetur voluptatibus. Pariatur vero neque., 145.00, 8
297, Maximize Granular Niches, Nesciunt nesciunt amet. Itaque est quo debitis at velit., 15.00, 114
298, Optimize Granular Initiatives, Eaque dolorem et assumenda magni suscipit perspiciatis. Assumenda alias modi provident eius., 63.00, 15
299, Drive Collaborative Platforms, Quo a tempora non nemo. Laudantium laudantium illo labore voluptas assumenda., 433.00, 93
300, Facilitate Integrated Channels, Quisquam debitis omnis et. Excepturi accusantium officiis in est., 131.00, 199
301, Revolutionize Web-Enabled Convergence, Occaecati accusantium sed placeat et architecto. Sit non nobis cum sint nostrum veniam., 405.00, 127
302, Scale Mission-Critical Systems, Iusto in neque provident tempore. Atque libero beatae temporibus., 15.00, 88
303, Grow Out-Of-The-Box Content, Doloribus voluptas nostrum illo ut. Unde repudiandae sit exercitationem soluta., 131.00, 97
304, Target Turn-Key Infrastructures, Iste beatae vitae ipsam doloribus quam. Et alias omnis., 332.00, 48
305, Envisioneer Compelling Convergence, Fuga amet deserunt. Ipsa delectus a officia voluptatem., 69.00, 64
306, Utilize Synergistic Systems, Repudiandae ducimus laboriosam esse laudantium dolorem. Ipsum tempore nam ut maxime unde., 105.00, 101
307, Facilitate Extensible E-Business, Adipisci dignissimos inventore quis. Saepe voluptatem voluptatibus., 213.00, 53
308, Deploy Dynamic Info-Mediaries, Tempora accusamus vel. Harum ipsa voluptatem., 463.00, 13
309, Incubate Rich Partnerships, Similique totam at distinctio. Facere eius magnam eius dolore., 17.00, 148
310, Strategize Magnetic Content, Quo corporis ab assumenda excepturi. Eos delectus magni inventore placeat molestiae numquam., 467.00, 172
311, Reinvent B2B Methodologies, Accusamus quam eligendi rerum. Deleniti natus mollitia eos cupiditate corporis., 435.00, 162
312, Synergize One-To-One Functionalities, Omnis id provident ipsa. Voluptatum laborum tenetur iusto illo sapiente., 243.00, 12
313, Disintermediate B2C Bandwidth, Temporibus molestiae nisi. Perspiciatis suscipit enim voluptates non natus., 255.00, 122
314, Deploy Granular Initiatives, Molestias pariatur laboriosam., 147.00, 129
315, Target Wireless E-Commerce, Accusamus architecto at. Dolores iusto at fugit., 35.00, 55
316, Target Revolutionary Supply-Chains, Molestiae quaerat minima quidem est rerum debitis. Ipsa animi quam dolores harum natus., 182.00, 38
317, Envisioneer Integrated Users, Consequuntur deserunt impedit similique ea nihil expedita. Minus ab quasi nihil., 472.00, 111
318, Strategize Revolutionary Vortals, Neque at deserunt cumque eos. Possimus molestias corporis in dolorem harum dolorum., 231.00, 81
319, Redefine Bricks-And-Clicks Applications, Perferendis facere iste ipsum veritatis. Quaerat quaerat harum facere excepturi fugit., 133.00, 109
320, Maximize Viral Experiences, Impedit pariatur perferendis., 244.00, 129
321, E-Enable Mission-Critical Web Services, Voluptatum voluptate occaecati fuga tempore. Eos quam in nam in saepe., 217.00, 133
322, Drive Distributed Mindshare, Quod eaque id cupiditate. Pariatur animi voluptate omnis eveniet asperiores facilis., 187.00, 20
323, Strategize Vertical Supply-Chains, Qui incidunt quia eligendi. Iusto sapiente ad sunt repellendus repellendus., 267.00, 84
324, Streamline Virtual E-Tailers, Deleniti culpa officiis vel. Doloribus iste sint minus minima., 451.00, 29
325, Synergize Synergistic Channels, Recusandae est vitae illo alias quis sint. Inventore natus eius similique., 374.00, 29
326, Integrate Wireless Content, Qui qui maxime cum. Placeat et dolores earum animi quia., 147.00, 110
327, Syndicate Visionary Mindshare, Quaerat at doloremque autem itaque earum suscipit. Adipisci ad eius enim., 247.00, 33
328, Architect Dot-Com Architectures, Rem exercitationem dolorem vitae impedit id placeat. Harum exercitationem enim sapiente a., 30.00, 25
329, Strategize Ubiquitous E-Tailers, Iste minus aperiam fuga tempora. Perspiciatis itaque natus commodi autem., 406.00, 52
330, Disintermediate Revolutionary Portals, Dolores atque laudantium assumenda officia repellendus. Autem ullam excepturi totam vitae., 255.00, 31
331, Orchestrate End-To-End Info-Mediaries, Minus ullam ab at atque. Expedita harum quam quod maiores nesciunt eveniet., 84.00, 113
332, Utilize Leading-Edge Experiences, Nostrum exercitationem aliquam facilis iste. Error ullam inventore voluptas iusto porro., 239.00, 23
333, Reinvent Seamless Bandwidth, Et magni ipsum quidem nisi quia quo., 493.00, 59
334, Streamline Virtual Models, Consequatur quia consequuntur consectetur earum. Minus maiores sint fuga rem a quibusdam., 500.00, 136
335, Harness Web-Enabled E-Tailers, Tempora unde laborum magni occaecati eius est. Veniam pariatur praesentium sunt eum., 1.00, 101
336, Incentivize Global Channels, Laudantium itaque laboriosam odit nihil. Aut a ullam doloribus neque dolores., 137.00, 165
337, Innovate Enterprise Initiatives, Expedita repellendus voluptatum. Atque adipisci fuga molestiae nam vel a., 364.00, 101
338, Synthesize Holistic Experiences, Possimus corporis id incidunt iste voluptates. Placeat vitae in reiciendis., 166.00, 33
339, Repurpose Vertical Synergies, Excepturi recusandae ratione a ullam. Tenetur eveniet voluptates ullam., 29.00, 81
340, Extend B2C Initiatives, Dolorum officia ducimus provident consequatur reprehenderit. Ut occaecati odit quos., 215.00, 48
341, Embrace Frictionless Partnerships, Molestiae quo quis dicta dicta. Reiciendis aut saepe rerum aliquid., 308.00, 108
342, Utilize Best-Of-Breed Infrastructures, Exercitationem itaque molestias laborum ullam adipisci. Velit alias asperiores officia nostrum., 135.00, 38
343, Innovate Intuitive E-Markets, Maiores alias delectus., 474.00, 25
344, Benchmark Front-End Metrics, Architecto nulla assumenda totam. Magnam soluta eos facilis., 296.00, 115
345, Innovate Compelling Web-Readiness, Consequuntur quibusdam ipsum tenetur. Vitae aliquid modi nobis repudiandae., 409.00, 146
346, Engineer Intuitive Niches, Culpa expedita laborum eos nemo molestias. Tempora numquam molestias quae minus., 47.00, 179
347, Visualize Frictionless Platforms, Aspernatur optio pariatur corrupti ad. Optio a esse nostrum iure repellendus maxime., 299.00, 86
348, Seize Visionary Roi, Quo delectus esse dignissimos fugit. Nulla ex quam qui hic recusandae., 277.00, 35
349, Reinvent Best-Of-Breed Schemas, Quod doloribus aut est aliquid aliquam cumque. Pariatur exercitationem eum dolorem., 118.00, 187
350, Reinvent Bleeding-Edge Models, Sint ipsa quaerat minima vero. Saepe est sed et.\nCorporis architecto quaerat nostrum aut., 54.00, 73
351, Leverage One-To-One Infrastructures, Nisi dignissimos error nisi. Delectus numquam eligendi est. Sunt soluta doloremque exercitationem., 193.00, 118
352, Deploy Ubiquitous Experiences, Odio iure deleniti dignissimos veniam. Ratione sed debitis vel dolore minus., 434.00, 147
353, Facilitate Enterprise Partnerships, Ducimus illum odit sequi architecto aliquam quos. Cumque repudiandae similique consectetur error., 392.00, 56
354, Incubate Granular Niches, Natus unde velit. Architecto consequatur distinctio distinctio illo.\nFacilis accusantium non vel., 327.00, 157
355, Whiteboard One-To-One Applications, Corrupti illo ducimus labore natus id. Cupiditate voluptate minus aliquid eos., 290.00, 184
356, Mesh Real-Time Experiences, Repellendus accusantium quas eos nam. Ipsum nam atque adipisci ut iusto repellendus quasi., 189.00, 199
357, Iterate Proactive Markets, Expedita saepe quo. Fugit ea id voluptatum amet deserunt alias., 414.00, 173
358, Integrate Scalable Supply-Chains, Officiis tempore autem similique quibusdam incidunt quos ipsam. Quis eum neque omnis., 6.00, 32
359, Visualize Viral Niches, Maxime iure cumque nesciunt saepe non. Quo commodi eveniet. Ex dicta ex ea., 148.00, 41
360, Synergize Wireless Experiences, Similique quos libero laboriosam a. Debitis totam cupiditate ea illum., 169.00, 148
